event_model,nodes,comparison,baseline,paired_runs_confirmation_f1,delta_mean_confirmation_f1,delta_sd_confirmation_f1,delta_ci_lo_confirmation_f1,delta_ci_hi_confirmation_f1,cohen_dz_confirmation_f1,p_confirmation_f1,paired_runs_awareness_recall,delta_mean_awareness_recall,delta_sd_awareness_recall,delta_ci_lo_awareness_recall,delta_ci_hi_awareness_recall,cohen_dz_awareness_recall,p_awareness_recall,paired_runs_dcr,delta_mean_dcr,delta_sd_dcr,delta_ci_lo_dcr,delta_ci_hi_dcr,cohen_dz_dcr,p_dcr,paired_runs_network_false_alarm,delta_mean_network_false_alarm,delta_sd_network_false_alarm,delta_ci_lo_network_false_alarm,delta_ci_hi_network_false_alarm,cohen_dz_network_false_alarm,p_network_false_alarm,paired_runs_tx_packets,delta_mean_tx_packets,delta_sd_tx_packets,delta_ci_lo_tx_packets,delta_ci_hi_tx_packets,cohen_dz_tx_packets,p_tx_packets,paired_runs_energy_mj,delta_mean_energy_mj,delta_sd_energy_mj,delta_ci_lo_energy_mj,delta_ci_hi_energy_mj,cohen_dz_energy_mj,p_energy_mj,paired_runs_collisions,delta_mean_collisions,delta_sd_collisions,delta_ci_lo_collisions,delta_ci_hi_collisions,cohen_dz_collisions,p_collisions,p_holm_confirmation_f1,p_holm_awareness_recall,p_holm_dcr,p_holm_network_false_alarm,p_holm_tx_packets,p_holm_energy_mj,p_holm_collisions
deterministic,20,dstep_payoff - periodic,periodic,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-0.003333333333333336,0.012685406585123132,-0.00833333333333334,0.0,-0.2627691364061218,0.15729920705028502,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-558.1666666666666,1.8769625744130134,-558.8333333333334,-557.5,-297.3776218426855,1.5341809118885818e-06,30,-2332.3016066666664,9.115262396356824,-2335.5785314166665,-2329.0316498333336,-255.86774195319245,1.862645149230957e-09,30,-5894.433333333333,130.5824309176691,-5941.266666666666,-5849.565,-45.13955891240617,1.862645149230957e-09,1.0,1.0,0.9437952423017102,1.0,1.0739266383220073e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,20,dstep_payoff - event_driven,event_driven,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-0.003333333333333336,0.012685406585123132,-0.00833333333333334,0.0,-0.2627691364061218,0.15729920705028502,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-303.46666666666664,13.755834707706658,-308.4008333333333,-298.9,-22.06094163785281,1.7170105183845441e-06,30,-1207.8196833333334,59.25033383352534,-1229.0936273333334,-1187.91035175,-20.385027478949297,1.862645149230957e-09,30,-3297.6666666666665,178.94081728871706,-3360.735833333333,-3237.5308333333332,-18.428811920233684,1.862645149230957e-09,1.0,1.0,0.9437952423017102,1.0,1.0739266383220073e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,20,dstep_payoff - send_on_delta,send_on_delta,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-0.003333333333333336,0.012685406585123132,-0.00833333333333334,0.0,-0.2627691364061218,0.15729920705028502,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-112.36666666666666,9.492223072103538,-115.73333333333333,-109.06583333333334,-11.837760850448015,1.7235135468062213e-06,30,-364.34519000000006,40.825192422768865,-378.81809175000006,-350.0416569166667,-8.924518621418644,1.862645149230957e-09,30,-1221.6,123.85157969563184,-1263.7683333333332,-1178.1,-9.863418803394438,1.7333066441991056e-06,1.0,1.0,0.9437952423017102,1.0,1.0739266383220073e-05,1.30385160446167e-08,6.9332265767964225e-06
deterministic,20,dstep_payoff - teen_like,teen_like,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-0.003333333333333336,0.012685406585123132,-0.00833333333333334,0.0,-0.2627691364061218,0.15729920705028502,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-141.83333333333334,10.356018850735142,-145.46666666666667,-138.29916666666668,-13.695739200326488,1.7191759138770554e-06,30,-494.52657666666676,44.412568039329344,-510.1985196666666,-479.4741009166667,-11.134834090853316,1.862645149230957e-09,30,-1535.4333333333334,125.39336267242716,-1581.4333333333334,-1492.2941666666668,-12.244933069898133,1.7333066441991056e-06,1.0,1.0,0.9437952423017102,1.0,1.0739266383220073e-05,1.30385160446167e-08,6.9332265767964225e-06
deterministic,20,dstep_payoff - distributed_edge,distributed_edge,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-0.003333333333333336,0.012685406585123132,-0.00833333333333334,0.0,-0.2627691364061218,0.15729920705028502,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-303.46666666666664,13.755834707706658,-308.4008333333333,-298.9,-22.06094163785281,1.7170105183845441e-06,30,-1300.819683333333,59.25033383352533,-1322.0936273333332,-1280.9103517499998,-21.954638888419165,1.862645149230957e-09,30,-3297.6666666666665,178.94081728871706,-3360.735833333333,-3237.5308333333332,-18.428811920233684,1.862645149230957e-09,1.0,1.0,0.9437952423017102,1.0,1.0739266383220073e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,20,dstep_payoff - voi_baseline,voi_baseline,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-0.003333333333333336,0.012685406585123132,-0.00833333333333334,0.0,-0.2627691364061218,0.15729920705028502,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-71.16666666666667,11.67397144057678,-75.36666666666666,-67.03333333333333,-6.096183036674494,1.7235135468062213e-06,30,-275.5486466666667,51.25605022149184,-294.0919495,-257.3746311666667,-5.37592431480661,1.862645149230957e-09,30,-750.4333333333333,121.11826176647902,-793.2725,-707.3325000000001,-6.195872714720754,1.7333066441991056e-06,1.0,1.0,0.9437952423017102,1.0,1.0739266383220073e-05,1.30385160446167e-08,6.9332265767964225e-06
deterministic,20,dstep_payoff - dstep,dstep,30,0.10999666666666666,0.0837051783646476,0.08110824999999999,0.13870249999999995,1.3140963177628582,1.1540705985190682e-05,30,0.09333333333333332,0.08683449709106096,0.06333333333333334,0.12500000000000003,1.0748416408222783,4.697115512333756e-05,30,0.24666666666666667,0.19115498917124155,0.18000000000000005,0.315,1.2904014053522628,8.010176344754574e-06,30,0.0,0.0,0.0,0.0,0.0,1.0,30,6.833333333333333,4.488170914851566,5.3,8.433333333333334,1.5225207468640545,2.511735793117334e-06,30,-26.863343333333333,21.94733251642847,-34.35206191666666,-19.00209250000001,-1.2239912669671829,1.4193356037139893e-06,30,58.1,70.15320672494667,34.733333333333334,82.73416666666665,0.8281873732129694,0.00031876274351077204,8.078494189633478e-05,0.0003287980858633629,5.607123441328202e-05,1.0,1.0739266383220073e-05,1.4193356037139893e-06,0.00031876274351077204
deterministic,50,dstep_payoff - periodic,periodic,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0006666666666666673,0.0036514837167011113,0.0,0.0020000000000000018,0.18257418583505536,0.31731050786291415,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-1391.5333333333333,3.360350282781322,-1392.7,-1390.3333333333333,-414.10365474803353,1.6837370465306977e-06,30,-13267.412439999996,40.42154263278706,-13281.32710641667,-13253.187036583331,-328.22627677842314,1.862645149230957e-09,30,-45380.36666666667,721.6595569186028,-45631.736666666664,-45121.0275,-62.88334469016836,1.862645149230957e-09,1.0,1.0,1.0,1.0,1.1786159325714884e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,50,dstep_payoff - event_driven,event_driven,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0006666666666666673,0.0036514837167011113,0.0,0.0020000000000000018,0.18257418583505536,0.31731050786291415,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-751.7333333333333,15.939396720581742,-757.4666666666667,-746.4333333333333,-47.16196895724779,1.7289484360195754e-06,30,-7002.744356666666,151.83870209547942,-7056.568843666667,-6950.912140666666,-46.11962734154031,1.862645149230957e-09,30,-24778.266666666666,592.7713365803583,-25002.269166666665,-24575.99916666667,-41.800716629805585,1.7333066441991056e-06,1.0,1.0,1.0,1.0,1.1786159325714884e-05,1.30385160446167e-08,5.1999199325973165e-06
deterministic,50,dstep_payoff - send_on_delta,send_on_delta,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0006666666666666673,0.0036514837167011113,0.0,0.0020000000000000018,0.18257418583505536,0.31731050786291415,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-271.03333333333336,13.17124174842305,-275.7,-266.6666666666667,-20.57765991318042,1.7213435893906393e-06,30,-2295.1759466666667,127.2319820517048,-2339.9573746666665,-2252.74972675,-18.03930041531498,1.862645149230957e-09,30,-8800.2,485.17507682527736,-8973.218333333334,-8636.563333333334,-18.138194685480833,1.862645149230957e-09,1.0,1.0,1.0,1.0,1.1786159325714884e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,50,dstep_payoff - teen_like,teen_like,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0006666666666666673,0.0036514837167011113,0.0,0.0020000000000000018,0.18257418583505536,0.31731050786291415,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-347.46666666666664,15.08535104304683,-352.7,-342.3666666666667,-23.033382894117118,1.7235135468062213e-06,30,-3043.679616666667,145.41813951325315,-3093.9817945833333,-2993.812066583334,-20.930536086175625,1.862645149230957e-09,30,-11271.9,616.7977564921853,-11491.503333333334,-11054.3325,-18.274871919289826,1.862645149230957e-09,1.0,1.0,1.0,1.0,1.1786159325714884e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,50,dstep_payoff - distributed_edge,distributed_edge,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0006666666666666673,0.0036514837167011113,0.0,0.0020000000000000018,0.18257418583505536,0.31731050786291415,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-751.7333333333333,15.939396720581742,-757.4666666666667,-746.4333333333333,-47.16196895724779,1.7289484360195754e-06,30,-7235.244356666666,151.83870209547942,-7289.068843666667,-7183.412140666666,-47.65085750085633,1.862645149230957e-09,30,-24778.266666666666,592.7713365803583,-25002.269166666665,-24575.99916666667,-41.800716629805585,1.7333066441991056e-06,1.0,1.0,1.0,1.0,1.1786159325714884e-05,1.30385160446167e-08,5.1999199325973165e-06
deterministic,50,dstep_payoff - voi_baseline,voi_baseline,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0006666666666666673,0.0036514837167011113,0.0,0.0020000000000000018,0.18257418583505536,0.31731050786291415,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-170.36666666666667,19.64246514013985,-177.3,-163.56583333333333,-8.673385211641195,1.7311263949197288e-06,30,-1542.1383833333336,191.83452904139327,-1609.9327560833333,-1476.6933035,-8.038898893955515,1.862645149230957e-09,30,-5538.9,722.6820424521137,-5790.24,-5289.630833333334,-7.66436644974061,1.862645149230957e-09,1.0,1.0,1.0,1.0,1.1786159325714884e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,50,dstep_payoff - dstep,dstep,30,0.004389999999999997,0.006357854224880239,0.002356666666666666,0.00675333333333333,0.6904845321587553,0.0017663366484100124,30,0.0006666666666666673,0.0036514837167011113,0.0,0.0020000000000000018,0.18257418583505536,0.31731050786291415,30,0.014000000000000002,0.04399059460604168,0.0013333333333333346,0.032,0.31824984693608205,0.04216819709715596,30,0.0,0.0,0.0,0.0,0.0,1.0,30,7.866666666666666,4.133407489138273,6.433333333333334,9.333333333333334,1.9031916614412236,2.4479240496975712e-06,30,-67.33007000000002,41.40536991514214,-81.96585591666668,-52.66183616666669,-1.6261192724032902,1.30385160446167e-08,30,243.26666666666668,340.65605399939216,126.29166666666667,362.0691666666666,0.7141122660544313,0.0016488594954190978,0.012364356538870087,1.0,0.2951773796800917,1.0,1.1786159325714884e-05,1.30385160446167e-08,0.0016488594954190978
deterministic,100,dstep_payoff - periodic,periodic,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0023333333333333353,0.004301830671520767,0.0010000000000000009,0.0040000000000000036,0.5424047368439223,0.0081509715935027,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-2787.366666666667,4.582450280659097,-2788.9333333333334,-2785.6666666666665,-608.2699202283014,1.6933411124690754e-06,30,-51355.78924666667,98.39748543742144,-51388.47726508333,-51318.60537691666,-521.9217647520859,1.862645149230957e-09,30,-218393.56666666668,1681.231705365574,-218992.38333333333,-217817.22083333333,-129.900932732635,1.862645149230957e-09,1.0,1.0,0.0570568011545189,1.0,1.1853387787283528e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,100,dstep_payoff - event_driven,event_driven,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0023333333333333353,0.004301830671520767,0.0010000000000000009,0.0040000000000000036,0.5424047368439223,0.0081509715935027,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-1517.6,18.27302515392189,-1523.8674999999998,-1511.4666666666667,-83.05138241843233,1.7213435893906393e-06,30,-27606.621833333335,341.19859711344253,-27724.95695625,-27492.18197866667,-80.9107131942709,1.862645149230957e-09,30,-117863.83333333333,2033.8489091025103,-118558.97333333333,-117131.74916666668,-57.95112547733148,1.862645149230957e-09,1.0,1.0,0.0570568011545189,1.0,1.1853387787283528e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,100,dstep_payoff - send_on_delta,send_on_delta,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0023333333333333353,0.004301830671520767,0.0010000000000000009,0.0040000000000000036,0.5424047368439223,0.0081509715935027,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-550.8,19.05780679931455,-557.5,-544.2333333333333,-28.901541809092663,1.726772765612998e-06,30,-9530.96185,351.72820275065556,-9653.772437916665,-9409.248104833334,-27.097519549083803,1.862645149230957e-09,30,-41249.0,1744.737980525917,-41875.4875,-40655.88916666667,-23.641945358217225,1.862645149230957e-09,1.0,1.0,0.0570568011545189,1.0,1.1853387787283528e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,100,dstep_payoff - teen_like,teen_like,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0023333333333333353,0.004301830671520767,0.0010000000000000009,0.0040000000000000036,0.5424047368439223,0.0081509715935027,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-698.9666666666667,20.85331914924408,-706.2333333333333,-691.9325,-33.51824530494484,1.7289484360195754e-06,30,-12302.390806666668,386.5776354853812,-12436.4846385,-12171.146230583328,-31.823855488225455,1.862645149230957e-09,30,-52408.4,2093.971323454138,-53149.259999999995,-51683.33666666667,-25.02823195952322,1.862645149230957e-09,1.0,1.0,0.0570568011545189,1.0,1.1853387787283528e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,100,dstep_payoff - distributed_edge,distributed_edge,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0023333333333333353,0.004301830671520767,0.0010000000000000009,0.0040000000000000036,0.5424047368439223,0.0081509715935027,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-1517.6,18.27302515392189,-1523.8674999999998,-1511.4666666666667,-83.05138241843233,1.7213435893906393e-06,30,-28071.621833333338,341.1985971134424,-28189.95695625,-27957.18197866667,-82.27355584349026,1.862645149230957e-09,30,-117863.83333333333,2033.8489091025103,-118558.97333333333,-117131.74916666668,-57.95112547733148,1.862645149230957e-09,1.0,1.0,0.0570568011545189,1.0,1.1853387787283528e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,100,dstep_payoff - voi_baseline,voi_baseline,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0023333333333333353,0.004301830671520767,0.0010000000000000009,0.0040000000000000036,0.5424047368439223,0.0081509715935027,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-341.96666666666664,25.67097291835104,-351.06666666666666,-333.06583333333333,-13.32114165498612,1.7300371292901245e-06,30,-6091.053763333333,477.7550687765636,-6259.463199666668,-5924.990452416667,-12.749323160361898,1.862645149230957e-09,30,-24951.666666666668,2011.3097351165763,-25686.122499999998,-24265.200833333332,-12.405680851149691,1.862645149230957e-09,1.0,1.0,0.0570568011545189,1.0,1.1853387787283528e-05,1.30385160446167e-08,1.30385160446167e-08
deterministic,100,dstep_payoff - dstep,dstep,30,0.00016666666666666682,0.0009128709291752778,0.0,0.0005000000000000004,0.18257418583505536,0.31731050786291415,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,0.0,0.0,0.0,0.0,0.0,1.0,30,10.8,4.887704489063736,9.1,12.5,2.209626221095211,1.712686559944352e-06,30,-89.50476666666673,93.54574840724698,-121.83170450000006,-57.009164500000225,-0.9568020801652254,3.453157842159271e-05,30,988.7,878.4860860868974,681.3974999999999,1294.675,1.1254589180849024,5.144625902175903e-06,1.0,1.0,1.0,1.0,1.1853387787283528e-05,3.453157842159271e-05,5.144625902175903e-06
physical_pulse,20,dstep_payoff - periodic,periodic,30,-0.20714666666666667,0.08829330717531214,-0.2377344166666667,-0.17785966666666667,-2.346119692349539,1.6879998873377655e-06,30,-0.04999999999999998,0.06565321642986127,-0.07333333333333333,-0.02833333333333334,-0.7615773105863907,0.0003137093717310627,30,-0.06333333333333332,0.08087168778415268,-0.09166666666666666,-0.03666666666666666,-0.7831335671189478,0.0003631227576852431,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-562.9,2.7959330069424664,-563.8,-561.9,-201.3281429141135,1.647864634710871e-06,30,-2356.9491800000005,15.397207050415979,-2361.8789073333332,-2351.3477468333335,-153.0764100451792,1.7333066441991056e-06,30,-6023.333333333333,146.37206567236592,-6077.400833333333,-5972.965833333333,-41.15083916910587,1.862645149230957e-09,1.1815999211364359e-05,0.0018822562303863763,0.0021787365461114587,1.0,1.1535052442976098e-05,1.7333066441991056e-06,1.30385160446167e-08
physical_pulse,20,dstep_payoff - event_driven,event_driven,30,-0.20714666666666667,0.08829330717531214,-0.2377344166666667,-0.17785966666666667,-2.346119692349539,1.6879998873377655e-06,30,-0.04999999999999998,0.06565321642986127,-0.07333333333333333,-0.02833333333333334,-0.7615773105863907,0.0003137093717310627,30,-0.06333333333333332,0.08087168778415268,-0.09166666666666666,-0.03666666666666666,-0.7831335671189478,0.0003631227576852431,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-14.1,4.155179567886243,-15.5,-12.632500000000011,-3.3933551534026067,1.682672742622478e-06,30,66.77372333333334,18.419829982529674,60.49454974999999,73.240687,3.625099873161968,1.862645149230957e-09,30,-199.36666666666667,72.7217101451608,-224.00083333333333,-174.1325,-2.741501351779381,1.7289484360195754e-06,1.1815999211364359e-05,0.0018822562303863763,0.0021787365461114587,1.0,1.1535052442976098e-05,1.30385160446167e-08,1.0373690616117452e-05
physical_pulse,20,dstep_payoff - send_on_delta,send_on_delta,30,-0.20714666666666667,0.08829330717531214,-0.2377344166666667,-0.17785966666666667,-2.346119692349539,1.6879998873377655e-06,30,-0.04999999999999998,0.06565321642986127,-0.07333333333333333,-0.02833333333333334,-0.7615773105863907,0.0003137093717310627,30,-0.06333333333333332,0.08087168778415268,-0.09166666666666666,-0.03666666666666666,-0.7831335671189478,0.0003631227576852431,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-2.6,3.6822032385047914,-3.9,-1.3333333333333333,-0.7060989933450185,0.0013171561008925455,30,117.53821666666666,16.51471960293319,111.80326591666663,123.26164491666667,7.117179067683995,1.862645149230957e-09,30,-79.26666666666667,66.1570406154062,-101.86833333333333,-56.233333333333334,-1.1981591971060384,1.3831603592094136e-05,1.1815999211364359e-05,0.0018822562303863763,0.0021787365461114587,1.0,0.002634312201785091,1.30385160446167e-08,4.149481077628241e-05
physical_pulse,20,dstep_payoff - teen_like,teen_like,30,-0.20714666666666667,0.08829330717531214,-0.2377344166666667,-0.17785966666666667,-2.346119692349539,1.6879998873377655e-06,30,-0.04999999999999998,0.06565321642986127,-0.07333333333333333,-0.02833333333333334,-0.7615773105863907,0.0003137093717310627,30,-0.06333333333333332,0.08087168778415268,-0.09166666666666666,-0.03666666666666666,-0.7831335671189478,0.0003631227576852431,30,0.0,0.0,0.0,0.0,0.0,1.0,30,-5.8,3.763710568226429,-7.066666666666666,-4.533333333333333,-1.5410324186360402,3.308153275429031e-06,30,103.41472999999996,16.72941433645521,97.75920574999996,109.13668908333332,6.181610899232021,1.862645149230957e-09,30,-106.6,64.58119722088433,-129.23583333333332,-83.86583333333334,-1.6506352403997797,2.8768627254590153e-06,1.1815999211364359e-05,0.0018822562303863763,0.0021787365461114587,1.0,1.1535052442976098e-05,1.30385160446167e-08,1.1507450901836061e-05
